BOM_SEASON_CODE,FISCAL_YEAR,PRODUCT_CD,STYLE_CD,FACTORY_CD,BUY_MO,GEO_CD,PPG,FOP,DIMENSION,FRANCHISE,PRODUCT_CLASS,PRODUCT_OFFERING_TEAM_NM,MARKETING_NM,CONSUMER_CONSTRUCT,SEGMENT,STYLE_CARRYOVER_STATUS,PRODUCT_CARRYOVER_STATUS,MODEL_CARRYOVER_STATUS,DEVELOPMENT_TEAM_NM,LINE_EVOLUTION,SILHOUETTE,SILHOUETTE_TYPE_DESCRIPTION,MERCHANDISING_CLASSIFICATION_DESCRIPTION,STYLE_NAME,MATERIAL_INTENT_DESCRIPTION,SUPPLIED_MATERIAL_STATE_NM,MATERIAL_STATUS,TARGET_SEASON,PCX_MATL_CREATE_DATE,EXPIRATION_DT,EXPIRATION_SEASON_CYCLE_YEAR_DESC,PCX_MATL_NBR,PPS_ITEM_NBR,SUPPLIED_MATERIAL_ID,MATERIAL_FAMILY_NM,SUPPLEMENTAL_MATERIAL_NM,MATERIAL_BENEFITS_NM,MATL_ITM_DESC,SUPPLIED_MATERIAL_ARTWORK_TECHNIQUE,MATERIAL_ARTWORK_TECHNIQUE,SUPPLIED_MATERIAL_ARTWORK_LOCATION,MATERIAL_ARTWORK_LOCATION,BOM_PART_DESC_1,BOM_PART_DESC_2,BOM_PART_DESC_3,BOM_PART_DESC_4,BOM_PART_DESC_5,YARN_1_ID,YARN_1_LOCATION,YARN_1_DESC,YARN_1_USAGE_PERCENTAGE,YARN_1_MATERIAL_CONTENT,YARN_1_NBR_SYS,YARN_1_MATL_YARN_SZ,YARN_1_FILAMENT_CNT,YARN_1_PLY_CNT,YARN_2_ID,YARN_2_LOCATION,YARN_2_DESC,YARN_2_USAGE_PERCENTAGE,YARN_2_MATERIAL_CONTENT,YARN_2_NBR_SYS,YARN_2_MATL_YARN_SZ,YARN_2_FILAMENT_CNT,YARN_2_PLY_CNT,YARN_3_ID,YARN_3_LOCATION,YARN_3_DESC,YARN_3_USAGE_PERCENTAGE,YARN_3_MATERIAL_CONTENT,YARN_3_NBR_SYS,YARN_3_MATL_YARN_SZ,YARN_3_FILAMENT_CNT,YARN_3_PLY_CNT,YARN_4_ID,YARN_4_LOCATION,YARN_4_DESC,YARN_4_USAGE_PERCENTAGE,YARN_4_MATERIAL_CONTENT,YARN_4_NBR_SYS,YARN_4_MATL_YARN_SZ,YARN_4_FILAMENT_CNT,YARN_4_PLY_CNT,CROSS_APPROVAL_SUPPLIED_MATERIAL_ID,PCX_LEVEL_1,PCX_LEVEL_2,PCX_LEVEL_3,CLASSIFICATION_1,CLASSIFICATION_2,CLASSIFICATION_3,END_USE_NM,VENDOR_CD,MATERIAL_SUPPLIER_SEGMENTATION_LEVEL,SUPLR_LCTN_NM,VENDOR_MCO,T2_VENDOR_OPTION_COUNT,T2_VENDOR_OPTIONS,T2_MCO_OPTION_COUNT,T2_MCO_OPTIONS,MATL_MFG_LT,WIDTH_CM,WEIGHT_GRAMS_PER_SQUARE_METER,IS_FROM_TO_PREFERRED_OPTION,FROM_TO_STRAT,MATERIAL_CONTENT,PCT_COTTON,PCT_POLYESTER,PCT_RECYCLED_POLYESTER,PCT_POLYURETHANE,PCT_ELASTANE,PCT_NYLON,PCT_RECYCLED,PCT_REGEN,PCT_ORGANIC,CONSDRTN_AND_RISK_NM,DUTY_AND_CMPLNC_NM,VISUAL_EFFECT_NM,CONCAT_MOA_FINISH_INFORMATION,CHIEF_VALUE,MATERIAL_NAME_VARIATION_VISUAL_DESC,MATERIAL_NAME_VARIATION_WEIGHT_DESC,DYE_METHOD_NM,MATL_GAUGE_INCH,TEXTILE_CONSTRUCTION_TYPE_NM,FINISH_LOCATION_NM,FINISH_PROCESS_NM,BUY_READY_COMMENTS,MATL_COMMENT,SUPLD_MATL_COMMENT,SUSTAINABILITY_RANKING,SUSTAINABILITY_RANKING_DESCRIPTION,CO2_EQUIVALENCY_PER_KG,SUPLD_MATL_STRETCH_DIRCTN,PHYSICAL_SAMPLE_AVAILABLE_IND,PHYSICAL_SAMPLE_DATE_ADDED,SUPLD_MATL_RIB_CNSTRCTN,BOM_SOURCE_STATE,CREATION_ZONE,CREATION_ZONE_CATEGORY,FG_VOLUME_IMPACTED,BASE_UOM,PRICE_UOM,PRICE_PER_LY,PRICE_PER_SQY,PRICE_PER_KG,USAGE,BOM_USAGE_LY,BOM_USAGE_KG,BOM_USAGE_SQY,TOTAL_MATL_QTY,TOTAL_MATL_USAGE_LY,TOTAL_MATL_USAGE_KG,TOTAL_MATL_USAGE_SQY,PRICE_PER_UOM,TOTAL_MATL_USAGE_COST,LATEST_PRICING_SEASON,LATEST_PRICE_UOM,LATEST_PRICE_PER_UOM
SU26,2026,II1639-101,II1639,MAT,null,null,OTHER ACCESSORIES,Kids Football,LEAGUE SPORTS,STADIUM,OTHER,GFA LICENSED,THFC LK NK DF KIT STAD HM,KIDS,PERFORMANCE,NEW,NEW,CARRYOVER,GFA LICENSED,RENEW,SET,KIT,REPLICA JERSEYS,THFC LK NK DF KIT STAD HM,NIOBE - KNIT,Dropped,true,HO16,2018-12-08,null,null,112871,602826,213285,null,null,,"P-TOP CFT10OL-39 DSBNK190 P__ PM#602825__ Zipper__ Plated__ Surface luster:Dull / Matte on Face__ passes metal detection__ #3 Coil__ Water Resistant__ Semi Auto-LockSlider__ NK190 - VR SECONDARY METAL PULL WITH SWOOSH LOGO__ 1 Woven Tape__ Open End__ Plastic Top Stop__ Left-in__ Anti-Nickel__ TEETH AS BACK; MATT WR PU COATED TAPE, REFER TO YKK AQUAGUARD BOOK, PICK UP COLOR FROM YKK COLOR CARD; THE OPEN PARTS FOR #3 COIL OPEN END ZIPPER IS MOLDED PLASTIC, AND DTM TAPE COLOR. __",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Open End,Coil,null,Trim-Hardware,YTW8,ESSENTIAL,YTW8 - YKK Taiwan,"THAILAND, SRI LANKA, CHINA, INDONESIA, TAIWAN, VIETNAM, MALAYSIA",null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,Drop request by YKK 9/17/21 BAW,"TEETH AS BACK; MATT WR PU COATED TAPE, REFER TO YKK AQUAGUARD BOOK, PICK UP COLOR FROM YKK COLOR CARD; THE OPEN PARTS FOR #3 COIL OPEN END ZIPPER IS MOLDED PLASTIC, AND DTM TAPE COLOR.","TEETH AS BACK; MATT WR PU COATED TAPE, REFER TO YKK AQUAGUARD BOOK, PICK UP COLOR FROM YKK COLOR CARD; THE OPEN PARTS FOR #3 COIL OPEN END ZIPPER IS MOLDED PLASTIC, AND DTM TAPE COLOR.",Unranked,We are unable to score this material because it has no content,9.693,,null,null,null,PRODUCTION,null,null,0,EA,null,null,null,null,1.00000,null,null,null,0.0000,0.0000,0.0000,0.0000,null,null,null,null,null
SU24,2024,FD2931-515,FD2931,TWO,2023-11-01,EMEA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,NEW,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,1935,EA,LN,null,null,null,1.00000,null,null,null,1935.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU24,2024,FD2931-515,FD2931,TWO,2023-10-01,EMEA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,NEW,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,87,EA,LN,null,null,null,1.00000,null,null,null,87.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU24,2024,FD2931-515,FD2931,TWO,2023-11-01,NA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,NEW,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,3,EA,LN,null,null,null,1.00000,null,null,null,3.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU24,2024,FD2931-361,FD2931,TWO,2023-10-01,EMEA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,NEW,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,909,EA,LN,null,null,null,1.00000,null,null,null,909.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU24,2024,FD2931-361,FD2931,TWO,2023-10-01,NA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,NEW,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,2,EA,LN,null,null,null,1.00000,null,null,null,2.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU24,2024,FD2931-010,FD2931,TWO,2023-09-01,EMEA,CVC FLEECE,Kids Lifestyle,CLASSICS,CLUB,FLEECE,NIKE KIDS,G NSW CLUB FLC OVRSZD FZ LBR,KIDS,LIFESTYLE,CARRYOVER,CARRYOVER,CARRYOVER,NIKE KIDS,REFRESH,HOODED FULL ZIP LS TOP,TOP,FLEECE TOPS,G NSW CLUB FLC OVRSZD FZ LBR,SPRUCE - KNIT,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,1981,EA,LN,null,null,null,1.00000,null,null,null,1981.0000,0.0000,0.0000,0.0000,0.35545000433921814,null,HO26,EA,0.32350000739097595
SU25,2025,HF8205-133,HF8205,SIV,2024-10-01,EMEA,WOVENS,Kids Lifestyle,SPORTSTYLE INNOVATION,NO FRANCHISE,WOVENS,NIKE KIDS,G NSW JKT DANCE -PD,KIDS,LIFESTYLE,CARRYOVER,CARRYOVER,CARRYOVER,NIKE KIDS,REFRESH,HIP LENGTH JKT,JACKET,JACKETS,G NSW JKT DANCE -PD,TO BE DETERMINED,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,508,EA,EA,null,null,null,1.00000,null,null,null,508.0000,0.0000,0.0000,0.0000,0.3280700147151947,166.66,HO26,EA,0.32350000739097595
SU25,2025,HF8205-133,HF8205,SIV,0001-01-01,NA,WOVENS,Kids Lifestyle,SPORTSTYLE INNOVATION,NO FRANCHISE,WOVENS,NIKE KIDS,G NSW JKT DANCE -PD,KIDS,LIFESTYLE,CARRYOVER,CARRYOVER,CARRYOVER,NIKE KIDS,REFRESH,HIP LENGTH JKT,JACKET,JACKETS,G NSW JKT DANCE -PD,TO BE DETERMINED,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,769,EA,EA,null,null,null,1.00000,null,null,null,769.0000,0.0000,0.0000,0.0000,0.3280700147151947,252.29,HO26,EA,0.32350000739097595
SU25,2025,HF8205-133,HF8205,SIV,2024-11-01,APLA,WOVENS,Kids Lifestyle,SPORTSTYLE INNOVATION,NO FRANCHISE,WOVENS,NIKE KIDS,G NSW JKT DANCE -PD,KIDS,LIFESTYLE,CARRYOVER,CARRYOVER,CARRYOVER,NIKE KIDS,REFRESH,HIP LENGTH JKT,JACKET,JACKETS,G NSW JKT DANCE -PD,TO BE DETERMINED,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,2957,EA,EA,null,null,null,1.00000,null,null,null,2957.0000,0.0000,0.0000,0.0000,0.3280700147151947,970.10,HO26,EA,0.32350000739097595
SU25,2025,HF8205-133,HF8205,SIV,2024-09-01,EMEA,WOVENS,Kids Lifestyle,SPORTSTYLE INNOVATION,NO FRANCHISE,WOVENS,NIKE KIDS,G NSW JKT DANCE -PD,KIDS,LIFESTYLE,CARRYOVER,CARRYOVER,CARRYOVER,NIKE KIDS,REFRESH,HIP LENGTH JKT,JACKET,JACKETS,G NSW JKT DANCE -PD,TO BE DETERMINED,Approved,true,SP17,2018-12-08,null,null,112941,608556,213417,null,PCF BLUE LABEL BRANDED PULL,,"PM#608555__ """"PCF BLUE LABEL BRANDED PULL""""__ Zipper__ Enameled__ Nike Logo__ Surface luster:Dull / Matte__ passes metal detection__ #5 Molded__ Semi Auto-LockSlider__ DEBOSSED BRANDING METAL PULLWITH RAISED BAR ON BOTTOM/OVAL HOLE__ 2 Woven Tape__ Moveable End__ Left-in__ Anti-Nickel__ EF MATTE ENAMEL__",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Components,Zipper,,Moveable End,Molded,null,Trim-Hardware,WXA8,UTILITY,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD","CHINA, VIETNAM",1,"WXA8 - WEIXING INDUSTRIAL DEVELOPMENT CO., LTD (WXA01)",2,"CHINA,VIETNAM",28,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,"Nickel Free, Passes Metal Detection",null,,CVS,,null,,0,null,null,null,"EXTENDED THROUGH HO19 PER GLAM AND PI LEADERSHIP [SREAGAN SEPT 2016]

Expiration Date and Season Removed. 07/19/22. SF",EF MATTE ENAMEL,EF MATTE ENAMEL,Unranked,We are unable to score this material because it has no content,9.693,,true,2019-08-08 00:00:00,null,MPX,null,null,519,EA,EA,null,null,null,1.00000,null,null,null,519.0000,0.0000,0.0000,0.0000,0.3280700147151947,170.27,HO26,EA,0.32350000739097595
